날짜,제목,발표자,소속,원제목,링크
2025-08-26,The 4 Patterns of AI Native Development,Patrick Debois,,The 4 Patterns of AI Native Development — Patrick Debois,https://youtu.be/9u6xvcNJaxc
2025-08-26,Breaking the Chain: Agent Continuations for Resumable AI Workflows,Greg Benson,,Breaking the Chain: Agent Continuations for Resumable AI Workflows - Greg Benson,https://youtu.be/ZB7l4uxW3Yo
2025-08-26,Are MCPs Overhyped? A Rant about MCPs,Henry Mao,Smithery,"Are MCPs Overhyped? A Rant about MCPs — Henry Mao, Smithery",https://youtu.be/tOou_GJ9Ddk
2025-08-26,Why the Best AI Agents Are Built Without Frameworks (Primitives over Frameworks),Ahmad Awais,CHAI,"Why the Best AI Agents Are Built Without Frameworks (Primitives over Frameworks) — Ahmad Awais, CHAI",https://youtu.be/fcPUqxfrE6Y
2025-08-26,"GPU-less, Trust-less, Limit-less: Reimagining the Confidential AI Cloud",Mike Bursell,,"GPU-less, Trust-less, Limit-less: Reimagining the Confidential AI Cloud - Mike Bursell",https://youtu.be/A0PxE39xaMc
2025-08-26,Grounded Reasoning Systems for Cloud Architecture,Iman Makaremi,,Grounded Reasoning Systems for Cloud Architecture - Iman Makaremi,https://youtu.be/9mzfioh1Zag
2025-08-26,The Agent Native Company,Rick Blalock,Agentuity,"The Agent Native Company — Rick Blalock, Agentuity",https://youtu.be/0ZPAvzhpGjw
2025-08-26,The Voice-First AI Overlay: Designing Conversational Co-Pilots,Gregory Bruss,,The Voice-First AI Overlay: Designing Conversational Co-Pilots - Gregory Bruss,https://youtu.be/y9YQc9a3gNw
2025-08-26,Arrakis: How To Build An AI Sandbox From Scratch,Abhishek Bhardwaj,OpenAI,"Arrakis: How To Build An AI Sandbox From Scratch - Abhishek Bhardwaj, OpenAI",https://youtu.be/wsFd22SL1s8
2025-08-26,7 Habits of Highly Effective Generative AI Evaluations,Justin Muller,,7 Habits of Highly Effective Generative AI Evaluations - Justin Muller,https://youtu.be/wHhlvcQgi9M
2025-08-26,"Agents reported thousands of bugs, how many were real?",Ian Butler and Nick Gregory,,"Agents reported thousands of bugs, how many were real? - Ian Butler and Nick Gregory",https://youtu.be/wAQK7O3WGEE
2025-08-26,The Coherence Trap: Why LLMs Feel Smart (But Aren’t Thinking),Travis Frisinger,,The Coherence Trap: Why LLMs Feel Smart (But Aren’t Thinking) - Travis Frisinger,https://youtu.be/u825uxb7LnA
2025-08-26,The Knowledge Graph Mullet: Trimming GraphRAG Complexity,William Lyon,,The Knowledge Graph Mullet: Trimming GraphRAG Complexity - William Lyon,https://youtu.be/tYCu_57jzL8
2025-08-26,Building Reliable Support Agents Using the Effect Typescript Library,Michael Fester,,Building Reliable Support Agents Using the Effect Typescript Library - Michael Fester,https://youtu.be/sXXl3YMU7ZI
2025-08-26,"The Robots are coming for your job, and that's okay",Elmer Thomas and Maria Bermudez,,"The Robots are coming for your job, and that's okay - Elmer Thomas and Maria Bermudez",https://youtu.be/pSqpC7fFLZA
2025-08-26,Blender MCP and The Future Of Creative Tools,Siddharth Ahuja,,Blender MCP and The Future Of Creative Tools - Siddharth Ahuja,https://youtu.be/nnktgWtfJHE
2025-08-26,Agentic Enterprise - What your CEO must know about AI,Hubert Misztela,,Agentic Enterprise - What your CEO must know about AI - Hubert Misztela,https://youtu.be/d7ds6m7fbqg
2025-08-26,The End of Awkward AI Transcriptions,Travis Bartley and Myungjong Kim,,The End of Awkward AI Transcriptions - Travis Bartley and Myungjong Kim,https://youtu.be/aDj9sY2RoG8
2025-08-26,How agents broke app-level infrastructure,Evan Boyle,,How agents broke app-level infrastructure - Evan Boyle,https://youtu.be/_-oIuRH4oGA
2025-08-26,RAG Evaluation Is Broken! Here's Why (And How to Fix It),Yuval Belfer and Niv Granot,,RAG Evaluation Is Broken! Here's Why (And How to Fix It) - Yuval Belfer and Niv Granot,https://youtu.be/Ywl4LsvHKzU
2025-08-26,The Demo I Wish I'd Had: OpenAI's Agents SDK... serverless!,Brook Riggio,,The Demo I Wish I'd Had: OpenAI's Agents SDK... serverless! - Brook Riggio,https://youtu.be/UcW_s4BmuD0
2025-08-26,Will Agent evaluation via MCP Stabilize Agent Networks?,Ari Heljakka,,Will Agent evaluation via MCP Stabilize Agent Networks? - Ari Heljakka,https://youtu.be/RVN9HWKmkNU
2025-08-26,MCP Agent Fine tuning Workshop,Ronan McGovern,,MCP Agent Fine tuning Workshop - Ronan McGovern,https://youtu.be/Nqb7JTx0Pqo
2025-08-26,"From PM at Stripe to Building an AI startup, a recent founder's journey",Mounir Mouawad,,"From PM at Stripe to Building an AI startup, a recent founder's journey - Mounir Mouawad",https://youtu.be/HIGpxVjGFBw
2025-08-26,My AI Thinks I'm Eating My Feelings (and Other Nutritional Insights),Rami Alhamad,,My AI Thinks I'm Eating My Feelings (and Other Nutritional Insights) - Rami Alhamad,https://youtu.be/Ghc-qalQFLw
2025-08-26,Rust is the language of the AGI,Michael Yuan,,Rust is the language of the AGI - Michael Yuan,https://youtu.be/bbq0b_FpYEY
2025-08-26,"Real AI Agents Need Planning, Not Just Prompting",Yuval Belfer,,"Real AI Agents Need Planning, Not Just Prompting - Yuval Belfer",https://youtu.be/Th5e4h-oVmc
2025-08-26,The Current State of Browser Agents,Jerry Wu and Wyatt Marshall,,The Current State of Browser Agents - Jerry Wu and Wyatt Marshall,https://youtu.be/Djv8Sp11UjI
2025-08-26,Text-to-Speech Data Preparation and Fine-tuning Workshop,Ronan McGovern,,Text-to-Speech Data Preparation and Fine-tuning Workshop - Ronan McGovern,https://youtu.be/CXsbjcrf_5g
2025-08-26,"Invisible Users, Invisible Interfaces: Accelerating Design Iteration with AI Simulation",Alex Liss,,"Invisible Users, Invisible Interfaces: Accelerating Design Iteration with AI Simulation - Alex Liss",https://youtu.be/8D_VdU6DBhI
2025-08-26,The RAG Stack We Landed On After 37 Fails,Jonathan Fernandes,,The RAG Stack We Landed On After 37 Fails - Jonathan Fernandes,https://youtu.be/2CXn-CByNoo
2025-08-26,Luminal - Search-Based Deep Learning Compilers,Joe Fioti,,Luminal - Search-Based Deep Learning Compilers - Joe Fioti,https://youtu.be/0uj9lMI-sIo
2025-08-26,The Benchmarks Game: Why It's Rigged and How You Can (Really) Win,Darius Emrani,,The Benchmarks Game: Why It's Rigged and How You Can (Really) Win - Darius Emrani,https://youtu.be/EnT4Wej5M5k
2025-08-26,Stop Ordering AI Takeout A Cookbook for Winning When You Build In House,Jan Siml,,Stop Ordering AI Takeout A Cookbook for Winning When You Build In House - Jan Siml,https://youtu.be/DjUIecgpYAo
2025-08-26,"Buy Now, Maybe Pay Later: Dealing with Prompt-Tax While Staying at the Frontier",Andrew Thomspson,,"Buy Now, Maybe Pay Later: Dealing with Prompt-Tax While Staying at the Frontier - Andrew Thomspson",https://youtu.be/Bf71xMwd-Y0
2025-08-26,Cognitive Shield Real Time Real Smart,Rachna Srivastava,,Cognitive Shield Real Time Real Smart - Rachna Srivastava,https://youtu.be/5_QWh4LGoxg
2025-08-26,Unlocking Africa's Potential with AI,Thabang Ledwaba,,Unlocking Africa's Potential with AI — Thabang Ledwaba,https://youtu.be/eD_6jP1fkKs
2025-08-26,"Analyzing 10,000 Sales Calls With AI In 2 Weeks",Charlie Guo,,"Analyzing 10,000 Sales Calls With AI In 2 Weeks — Charlie Guo",https://youtu.be/dvft0Gp9sEE
2025-08-26,Letting AI Interface with your App with MCP,Kent C Dodds,,Letting AI Interface with your App with MCP — Kent C Dodds,https://youtu.be/EyZiAp0pelw
2025-08-26,ChatGPT is poorly designed. So I fixed it,,,ChatGPT is poorly designed. So I fixed it,https://youtu.be/y6L5RkEqQ8g
2025-08-26,"Effective AI Agents Need Data Flywheels, Not The Next Biggest LLM",Sylendran Arunagiri,NVIDIA,"Effective AI Agents Need Data Flywheels, Not The Next Biggest LLM – Sylendran Arunagiri, NVIDIA",https://youtu.be/6lTxD_oUjXQ
2025-08-26,"open-rag-eval: RAG Evaluation without ""golden"" answers",Ofer Mendelevitch,Vectara,"open-rag-eval: RAG Evaluation without ""golden"" answers — Ofer Mendelevitch, Vectara",https://youtu.be/1cQlnfwmIdU
2025-08-26,Designing AI To Scale Human Thought,Jun Yu Tan,Tusk,"Designing AI To Scale Human Thought — Jun Yu Tan, Tusk",https://youtu.be/0tVu-V3_fFw
2025-08-26,The Future of Qwen: A Generalist Agent Model,Junyang Lin,Alibaba Qwen,"The Future of Qwen: A Generalist Agent Model — Junyang Lin, Alibaba Qwen",https://youtu.be/b0xlsQ_6wUQ
2025-08-26,Creating Agents that Co-Create,Karina Nguyen,OpenAI,"Creating Agents that Co-Create — Karina Nguyen, OpenAI",https://youtu.be/1XvN5EBDnDw
2025-08-26,How to Build Your Own AI Data Center in 2025,Paul Gilbert,Arista Networks,"How to Build Your Own AI Data Center in 2025 — Paul Gilbert, Arista Networks",https://youtu.be/3j1dHivahFQ
2025-08-26,Function Calling is All You Need,Full Workshop,with Ilan Bigio of OpenAI,"Function Calling is All You Need — Full Workshop, with Ilan Bigio of OpenAI",https://youtu.be/KUEmEb71vzQ
2025-08-26,Ensure AI Agents Work: Evaluation Frameworks for Scaling Success,Aparna Dhinkaran,CEO Arize,"Ensure AI Agents Work: Evaluation Frameworks for Scaling Success — Aparna Dhinkaran, CEO Arize",https://youtu.be/OC04sP_QgTI
2025-08-26,The missing pieces of workflow automation,Shirsha Chaudhuri,Thomson Reuters Labs,"The missing pieces of workflow automation — Shirsha Chaudhuri, Thomson Reuters Labs",https://youtu.be/xq9sz5MksVI
2025-08-26,Evaluating Domain Specific LLMs for Real World Finance,Waseem Alshikh,Writer,"Evaluating Domain Specific LLMs for Real World Finance — Waseem Alshikh, Writer",https://youtu.be/pPvoLjYj_mY
2025-08-26,The Devops Engineer Who Never Sleeps,Diamond Bishop,Datadog,"The Devops Engineer Who Never Sleeps — Diamond Bishop, Datadog",https://youtu.be/VZzUhELgYk4
2025-08-26,Self Coding Agents,Colin Flaherty,Augment Code,"Self Coding Agents — Colin Flaherty, Augment Code",https://youtu.be/Iw_3cRf3lnM
2025-08-26,Vercel AI SDK Masterclass: From Fundamentals to Deep Research,,,Vercel AI SDK Masterclass: From Fundamentals to Deep Research,https://youtu.be/kDlqpN1JyIw
2025-08-26,"Frontier Feud: Anthropic, Google DeepMind, Meta FAIR, Thinking Machines",Barr Yaron,Amplify,"Frontier Feud: Anthropic, Google DeepMind, Meta FAIR, Thinking Machines — Barr Yaron, Amplify",https://youtu.be/BWqB6aatreE
2025-08-26,AI + Security & Safety,Don Bosco Durai,,AI + Security & Safety — Don Bosco Durai,https://youtu.be/G7aSH6N7qY4
2025-08-26,Stateful Agents,Full Workshop with Charles Packer of Letta and MemGPT,,Stateful Agents — Full Workshop with Charles Packer of Letta and MemGPT,https://youtu.be/E0k9Ppq6yXY
2025-08-26,Voice Agent Engineering,Nik Caryotakis,SuperDial,"Voice Agent Engineering — Nik Caryotakis, SuperDial",https://youtu.be/2p2ErKRELHM
2025-08-26,Building and evaluating AI Agents,Sayash Kapoor,AI Snake Oil,"Building and evaluating AI Agents — Sayash Kapoor, AI Snake Oil",https://youtu.be/d5EltXhbcfA
2025-08-26,Building LinkedIn's GenAI Platform,Xiaofeng Wang,,Building LinkedIn's GenAI Platform — Xiaofeng Wang,https://youtu.be/n9rjuBuShko
2025-08-26,Insights on Building AI Teams,Heath Black,SignalFire,"Insights on Building AI Teams — Heath Black, SignalFire",https://youtu.be/q_ixa5EW8DY
2025-08-26,AI Engineers: The Next Generation,Stefania Druga,Google Gemini,"AI Engineers: The Next Generation — Stefania Druga, Google Gemini",https://youtu.be/ySYLsoAhXmg
2025-08-26,How to Fail at AI Strategy: Hamel Husain & Greg Ceccarelli,,,How to Fail at AI Strategy: Hamel Husain & Greg Ceccarelli,https://youtu.be/89aQ7T6cMwA
2025-08-26,Anthropic in the Enterprise,Alexander Bricken & Joe Bayley,,Anthropic in the Enterprise — Alexander Bricken & Joe Bayley,https://youtu.be/VhPfM_aGBVc
2025-08-26,Finetuning: 500m AI agents in production with 2 engineers,Mustafa Ali & Kyle Corbitt,,Finetuning: 500m AI agents in production with 2 engineers — Mustafa Ali & Kyle Corbitt,https://youtu.be/zM9RYqCcioM
2025-08-26,The Agent Development Life Cycle,Zack Reneau-Wedeen,Sierra,"The Agent Development Life Cycle — Zack Reneau-Wedeen, Sierra",https://youtu.be/0vBKv9yAQi4
2025-08-26,RAG Agents in Prod: 10 Lessons We Learned,Douwe Kiela,creator of RAG,"RAG Agents in Prod: 10 Lessons We Learned — Douwe Kiela, creator of RAG",https://youtu.be/kPL-6-9MVyA
2025-08-26,"Trust, but Verify: Knowledge Agents for Finance Workflows",Mike Conover,,"Trust, but Verify: Knowledge Agents for Finance Workflows - Mike Conover",https://youtu.be/MWTJIAwAAnk
2025-08-26,Building AI Agents with Real ROI in the Enterprise SDLC: Bruno (Booking.com) & Beyang,Sourcegraph,,Building AI Agents with Real ROI in the Enterprise SDLC: Bruno (Booking.com) & Beyang (Sourcegraph),https://youtu.be/UXOLprPvr-0
2025-08-26,"Anchoring Enterprise GenAI with Knowledge Graphs: Jonathan Lowe (Pfizer), Stephen Chin",Neo4j,,"Anchoring Enterprise GenAI with Knowledge Graphs: Jonathan Lowe (Pfizer), Stephen Chin (Neo4j)",https://youtu.be/OpVkWc3YnFc
2025-08-26,"Personal, Local, Private AI Agents: Soumith Chintala",,,"Personal, Local, Private AI Agents: Soumith Chintala",https://youtu.be/jMoAaZP_Kkw
2025-08-26,"How We Build Effective Agents: Barry Zhang, Anthropic",,,"How We Build Effective Agents: Barry Zhang, Anthropic",https://youtu.be/D7_ipDqhtwk
2025-08-26,Scaling Agents for Gen AI Products,Anju Kambadur,Bloomberg Head of AI Engineering,"Scaling Agents for Gen AI Products - Anju Kambadur, Bloomberg Head of AI Engineering",https://youtu.be/b2GqTDWtg6s
2025-08-26,AI Engineering at Jane Street,John Crepezzi,,AI Engineering at Jane Street - John Crepezzi,https://youtu.be/0ML7ZLMdcl4
2025-08-26,How Deep Research Works,Mukund Sridhar & Aarush Selvan,Google DeepMind,"How Deep Research Works - Mukund Sridhar & Aarush Selvan, Google DeepMind",https://youtu.be/eJOjdjO45Sc
2025-08-26,Why Agent Engineering,swyx,,Why Agent Engineering — swyx,https://youtu.be/5N33E9tC400
2025-08-26,Rethinking how we Scaffold AI Agents,Rahul Sengottuvelu,Ramp,"Rethinking how we Scaffold AI Agents - Rahul Sengottuvelu, Ramp",https://youtu.be/-rsTkYgnNzM
2025-08-26,Navigating AI’s Frontier in 2025,Grace Isford,Lux Capital,"Navigating AI’s Frontier in 2025 - Grace Isford, Lux Capital",https://youtu.be/HS5a8VIKsvA
2025-08-26,How Windsurf writes 90% of your code with an Agentic IDE,Kevin Hou,Windsurf,"How Windsurf writes 90% of your code with an Agentic IDE - Kevin Hou, Windsurf",https://youtu.be/bVNNvWq6dKo
2025-08-26,Reinforcement Learning for Agents,Will Brown,ML Researcher at Morgan Stanley,"Reinforcement Learning for Agents - Will Brown, ML Researcher at Morgan Stanley",https://youtu.be/JIsgyk0Paic
2025-08-26,OpenAI for VP's of AI + Advice for Building Agents,,,OpenAI for VP's of AI + Advice for Building Agents,https://youtu.be/joHR2pmxDQE
2025-08-26,Building Agents with Model Context Protocol,Full Workshop with Mahesh Murag of Anthropic,,Building Agents with Model Context Protocol - Full Workshop with Mahesh Murag of Anthropic,https://youtu.be/kQmXtrmQ5Zg
2025-08-26,"AI Agents, Meet Test Driven Development",,,"AI Agents, Meet Test Driven Development",https://youtu.be/U3MVU6JpocU
2025-08-26,WTF do people use Open Models for??,,,WTF do people use Open Models for??,https://youtu.be/wJwTlvb_TSo
2025-08-26,This video was edited with AI agent. But how?,,,This video was edited with AI agent. But how?,https://youtu.be/r0AG44qYKsI
2025-08-26,"Voice Agents: the good, the bad, and the ugly",,,"Voice Agents: the good, the bad, and the ugly",https://youtu.be/pzmbleiOfCM
2025-08-26,The Price of Intelligence,AI Agent Pricing in 2025,,The Price of Intelligence - AI Agent Pricing in 2025,https://youtu.be/In7K-4JZKR4
2025-08-26,Don't just slap on a chatbot: building AI that works before you ask,,,Don't just slap on a chatbot: building AI that works before you ask,https://youtu.be/2cEGQEllBGc
2025-08-26,"Beyond APIs: How AI Web Agents Are Automating the ""Long Tail"" of Knowledge Work",,,"Beyond APIs: How AI Web Agents Are Automating the ""Long Tail"" of Knowledge Work",https://youtu.be/kjSGc7uwDo8
2025-08-26,"Agent Evals: Finally, With The Map",,,"Agent Evals: Finally, With The Map",https://youtu.be/y2Drx0SDZLo
2025-08-26,Mission-Critical Evals at Scale,Learnings from 100k medical decisions,,Mission-Critical Evals at Scale (Learnings from 100k medical decisions),https://youtu.be/cZ5ZJy19KMo
2025-08-26,Your Evals Are Meaningless,And Here’s How to Fix Them,,Your Evals Are Meaningless (And Here’s How to Fix Them),https://youtu.be/3jwClx0Ft2E
2025-08-26,OpenLLMetry is all you need,,,OpenLLMetry is all you need,https://youtu.be/KVgbERRPU4M
2025-08-26,Privacy First Enterprise AI: Building AI Agents that Never Leave Your Security Boundary,,,Privacy First Enterprise AI: Building AI Agents that Never Leave Your Security Boundary,https://youtu.be/_pBfv1rbLBU
2025-08-26,Stop Guessing: Build Robust AI with Layered CoT,,,Stop Guessing: Build Robust AI with Layered CoT,https://youtu.be/VTJHR7rQ2KI
2025-08-26,How to Improve Your Agents: Academic Lit Review,,,How to Improve Your Agents: Academic Lit Review,https://youtu.be/UOsOfLnAX3Y
2025-08-26,The Model Isn’t Wrong—You’re Just Bad at Prompting,,,The Model Isn’t Wrong—You’re Just Bad at Prompting,https://youtu.be/Hp4MzVTXcKw
2025-08-26,Tool Calling Is Not Just Plumbing for AI Agents,Roy Derks,,Tool Calling Is Not Just Plumbing for AI Agents — Roy Derks,https://youtu.be/zuMw0pkPXpU
2025-08-26,Your LLM Ran Out of Knowledge,Now What?,,Your LLM Ran Out of Knowledge — Now What?,https://youtu.be/ya_9_niq2as
2025-08-26,Lets Build An Agent from Scratch,Kam Lasater,,Lets Build An Agent from Scratch — Kam Lasater,https://youtu.be/xzXdLRUyjUg
2025-08-26,The Hidden Costs of Building Your Own RAG Stack,Ofer Vectara,,The Hidden Costs of Building Your Own RAG Stack — Ofer Vectara,https://youtu.be/62U6FLUCPWs
2025-08-26,Building Multi agent Systems with Finite State Machines,,,Building Multi agent Systems with Finite State Machines,https://youtu.be/OD13PiXw60o
2025-08-26,Where AI is superhuman: The right jobs to automate with LLMs,,,Where AI is superhuman: The right jobs to automate with LLMs,https://youtu.be/R2VfIjuWhgw
2025-08-26,Your AI Agent Isn't an Engineer: The Art of Thoughtful Anthropomorphism,,,Your AI Agent Isn't an Engineer: The Art of Thoughtful Anthropomorphism,https://youtu.be/MExbNNG_VcI
2025-08-26,Reverse Conway's law and GenAI: How agents will take over the organisation,Patrick Debois,,Reverse Conway's law and GenAI: How agents will take over the organisation - Patrick Debois,https://youtu.be/FpJ9dPe1qYQ
2025-08-26,How Coding Agents change Software Development Forever,Hailong Zhang,,How Coding Agents change Software Development Forever - Hailong Zhang,https://youtu.be/EUHx5ooJHuQ
2025-08-26,The LLM Triangle: Engineering Principles for Robust AI Applications,Almog Baku:,,The LLM Triangle: Engineering Principles for Robust AI Applications - Almog Baku:,https://youtu.be/ro5HkZvzfiQ
2025-08-26,Lessons from building GenAI based applications,Juan Peredo,,Lessons from building GenAI based applications — Juan Peredo,https://youtu.be/YYcNm2RexnY
2025-08-26,Cohere: Building enterprise LLM agents that work,Shaan Desai,,Cohere: Building enterprise LLM agents that work (Shaan Desai),https://youtu.be/4J8-D0sgU9A
2025-08-26,Patrick Dougherty: How to Build AI Agents that Actually Work,,,Patrick Dougherty: How to Build AI Agents that Actually Work,https://youtu.be/7MiFIhlkBoE
2025-08-26,Keynote: The AI developer experience doesn't have to suck,why and how we built Modal,,Keynote: The AI developer experience doesn't have to suck – why and how we built Modal,https://youtu.be/qeDPKbWjsuk
2025-08-26,"Keynote: Why people think ""agent"" is a buzzword but it isn't",,,"Keynote: Why people think ""agent"" is a buzzword but it isn't",https://youtu.be/D6v5rlqUIc8
2025-08-26,Personality Driven Development: Exploring the Frontier of Agents with Attitude,,,Personality Driven Development: Exploring the Frontier of Agents with Attitude,https://youtu.be/lG_8rgQqxfc
2025-08-26,Optimizing LLMs in Insurance with DSPy: Jeronim Morina,,,Optimizing LLMs in Insurance with DSPy: Jeronim Morina,https://youtu.be/IAdZxqjZ45U
2025-08-26,"Customized, production ready inference with open source models: Dmytro (Dima) Dzhulgakov",,,"Customized, production ready inference with open source models: Dmytro (Dima) Dzhulgakov",https://youtu.be/ePMvfa8vgL8
2025-08-26,Claude plays Minecraft!,,,Claude plays Minecraft!,https://youtu.be/1B9i7FBsRVQ
2025-08-26,The Adversarial Path to the Personal Assistant: Sumit Agarwal,,,The Adversarial Path to the Personal Assistant: Sumit Agarwal,https://youtu.be/ckLXb15BnM8
2025-08-26,Training Albatross An Expert Finance LLM: Leo Pekelis,,,Training Albatross An Expert Finance LLM: Leo Pekelis,https://youtu.be/of-SV35YqvY
2025-08-26,RAG at scale: production ready GenAI apps with Azure AI Search,,,RAG at scale: production ready GenAI apps with Azure AI Search,https://youtu.be/_2tZaDs-w5s
2025-08-26,Accelerating Mixture of Experts Training With Rail Optimized InfiniBand Networking in Crusoe Cloud,,,Accelerating Mixture of Experts Training With Rail Optimized InfiniBand Networking in Crusoe Cloud,https://youtu.be/tQTB4MU_z8w
2025-08-26,System Design for Next-Gen Frontier Models,Dylan Patel,SemiAnalysis,"System Design for Next-Gen Frontier Models — Dylan Patel, SemiAnalysis",https://youtu.be/gFyBdBm0AGo
2025-08-26,"AI Music Generation, From Prompt to Production: Phlo Young",,,"AI Music Generation, From Prompt to Production: Phlo Young",https://youtu.be/CoaL4JZKsWI
2025-08-26,"Giving a Voice to AI Agents: Scott Stephenson, CEO, Deepgram",,,"Giving a Voice to AI Agents: Scott Stephenson, CEO, Deepgram",https://youtu.be/heYmh_lsX5s
2025-08-26,How to build the world's fastest voice bot: Kwindla Hultman Kramer,,,How to build the world's fastest voice bot: Kwindla Hultman Kramer,https://youtu.be/dRQHikOrH2A
2025-08-26,Unveiling the latest Gemma model advancements: Kathleen Kenealy,,,Unveiling the latest Gemma model advancements: Kathleen Kenealy,https://youtu.be/Xmkl27AM2VQ
2025-08-26,Fine tune 20 Llama Models in 5 Minutes: Santosh Radha,,,Fine tune 20 Llama Models in 5 Minutes: Santosh Radha,https://youtu.be/zHYQZFy0UVk
2025-08-26,The GenAI Maturity Curve or You Probably Don't Need Fine Tuning: Kyle Corbitt,,,The GenAI Maturity Curve or You Probably Don't Need Fine Tuning: Kyle Corbitt,https://youtu.be/-hYqt8M9u_M
2025-08-26,Building an AI assistant that makes phone calls,Convex Workshop,,Building an AI assistant that makes phone calls [Convex Workshop],https://youtu.be/idDnpGqJd80
2025-08-26,LLM Quality Optimization Bootcamp: Thierry Moreau and Pedro Torruella,,,LLM Quality Optimization Bootcamp: Thierry Moreau and Pedro Torruella,https://youtu.be/2Wtq2GvUicw
2025-08-26,Building security around ML: Dr. Andrew Davis,,,Building security around ML: Dr. Andrew Davis,https://youtu.be/GVbPiq3Pet0
2025-08-26,GitHub's AI Powered Security Platform: Sarah Khalife,,,GitHub's AI Powered Security Platform: Sarah Khalife,https://youtu.be/utTqdQpe39A
2025-08-26,Agentic Workflows on Vertex AI: Rukma Sen,,,Agentic Workflows on Vertex AI: Rukma Sen,https://youtu.be/n0qemluQDtQ
2025-08-26,Insights from Snorkel AI running Azure AI Infrastructure: Humza Iqbal and Lachlan Ainley,,,Insights from Snorkel AI running Azure AI Infrastructure: Humza Iqbal and Lachlan Ainley,https://youtu.be/LJa1SjCkYas
2025-08-26,RAG and the MongoDB Document Model: Ben Flast,,,RAG and the MongoDB Document Model: Ben Flast,https://youtu.be/2Ey275TX4ZU
2025-08-26,GitHub Next Explorations: Rahul Pandita,,,GitHub Next Explorations: Rahul Pandita,https://youtu.be/1oySeF37SZc
2025-08-26,"[Full Workshop] Llama 3 at 1,000 tok/s on the SambaNova AI Platform",,,"[Full Workshop] Llama 3 at 1,000 tok/s on the SambaNova AI Platform",https://youtu.be/z_Xh2MzqKDM
2025-08-26,[Full Workshop from Microsoft] Github Copilot,The World's Most Widely Adopted AI Developer Tool,,[Full Workshop from Microsoft] Github Copilot - The World's Most Widely Adopted AI Developer Tool,https://youtu.be/sKiTUuEV1rw
2025-08-26,[Full Workshop] How to add secure code interpreting in your AI app: Vasek Mlejnsky,,,[Full Workshop] How to add secure code interpreting in your AI app: Vasek Mlejnsky,https://youtu.be/k0VIgKAUkP4
2025-08-26,Substrate Launch: the API for modular AI,,,Substrate Launch: the API for modular AI,https://youtu.be/x8HbIJh2wpQ
2025-08-26,GitHub Copilot: The World's Most Widely Adopted AI Developer Tool,,,GitHub Copilot: The World's Most Widely Adopted AI Developer Tool,https://youtu.be/uhoPM-ABuV0
2025-08-26,"Build, Evaluate and Deploy a RAG-Based Retail Copilot with Azure AI: Cedric Vidal and David Smith",,,"Build, Evaluate and Deploy a RAG-Based Retail Copilot with Azure AI: Cedric Vidal and David Smith",https://youtu.be/T60Tj25J4Zw
2025-08-26,Lessons from the Trenches: Building LLM Evals That Work IRL: Aparna Dhinkaran,,,Lessons from the Trenches: Building LLM Evals That Work IRL: Aparna Dhinkaran,https://youtu.be/nbZzSC5A6hs
2025-08-26,Accelerate your AI journey with Azure AI model catalog: Sharmila Chokalingam,,,Accelerate your AI journey with Azure AI model catalog: Sharmila Chokalingam,https://youtu.be/gL9kfxt6uo0
2025-08-26,AI Templates: Gabriela and Aishwarya,,,AI Templates: Gabriela and Aishwarya,https://youtu.be/a0WvaMRZ9hc
2025-08-26,Multi model multimodal and multi agent innovations in Azure AI: Cedric Vidal,,,Multi model multimodal and multi agent innovations in Azure AI: Cedric Vidal,https://youtu.be/YcOrV-TLNyQ
2025-08-26,Which Jobs Can Be Replaced Today: Fryderyk Wiatrowski and Peter Albert,,,Which Jobs Can Be Replaced Today: Fryderyk Wiatrowski and Peter Albert,https://youtu.be/R3hTescenDw
2025-08-26,Creating and scaling your own custom copilots with Azure AI Studio: Hanchi Wang,,,Creating and scaling your own custom copilots with Azure AI Studio: Hanchi Wang,https://youtu.be/NjNEdjDvKu8
2025-08-26,Ionic Launch: Opening the economy to AI agents,,,Ionic Launch: Opening the economy to AI agents,https://youtu.be/Ju9PeKEKb24
2025-08-26,"EyeLevel Launch: Your RAG is Tripping, Here's the Real Reason Why",,,"EyeLevel Launch: Your RAG is Tripping, Here's the Real Reason Why",https://youtu.be/8RbTZl7bs5U
2025-08-26,The Rise of the AI Software Engineer: Jesse Han,,,The Rise of the AI Software Engineer: Jesse Han,https://youtu.be/wWRRs2zBr5I
2025-08-26,How to evaluate a model for your use case: Emmanuel Turlay,,,How to evaluate a model for your use case: Emmanuel Turlay,https://youtu.be/pj_hKFhnJCw
2025-08-26,Building efficient hybrid context query for LLM grounding: Simrat Hanspal,,,Building efficient hybrid context query for LLM grounding: Simrat Hanspal,https://youtu.be/pijYURicI1Y
2025-08-26,Best Practices for Evaluating Large Language Model Applications with llmeval: Niklas Nielsen,,,Best Practices for Evaluating Large Language Model Applications with llmeval: Niklas Nielsen,https://youtu.be/fiXjTif1nS4
2025-08-26,BotDojo Launch: Enhancing AI Assistants with Evaluations and Synthetic Data,,,BotDojo Launch: Enhancing AI Assistants with Evaluations and Synthetic Data,https://youtu.be/PNjMwdCo_YM
2025-08-26,No-code fine-tuning: Mark Hennings,,,No-code fine-tuning: Mark Hennings,https://youtu.be/LksXn4CLC0g
2025-08-26,Prompt Engineering Tactics: Dan Cleary,,,Prompt Engineering Tactics: Dan Cleary,https://youtu.be/7AYUCAuFYeA
