날짜,제목,발표자,소속,원제목,링크
2026-05-26,How Building with AI Can Double the Throughput of Your Engineering Team,Brian Scanlan,Intercom,"How Building with AI Can Double the Throughput of Your Engineering Team — Brian Scanlan, Intercom",https://youtu.be/4_VQBbs2iQA
2026-05-26,Ship Real Agents: Hands-On Evals for Agentic Applications,Laurie Voss,Arize,"Ship Real Agents: Hands-On Evals for Agentic Applications — Laurie Voss, Arize",https://youtu.be/Xfl50508LZM
2026-05-26,Mind the Gap (In your Agent Observability),Amy Boyd & Nitya Narasimhan,Microsoft,"Mind the Gap (In your Agent Observability) — Amy Boyd & Nitya Narasimhan, Microsoft",https://youtu.be/iOXM3zE-2dk
2026-05-26,Make your own event-sourced agent harness using stream processors,Jonas Templestein,Iterate,"Make your own event-sourced agent harness using stream processors — Jonas Templestein, Iterate",https://youtu.be/vi-2nasppAg
2026-05-26,"Self-Training Agents: Hermes Agent, HF Traces, Skills, MCP & Finetuning",Merve Noyan,Hugging Face,"Self-Training Agents: Hermes Agent, HF Traces, Skills, MCP & Finetuning — Merve Noyan, Hugging Face",https://youtu.be/OV56RddyFuU
2026-05-26,Building a Chess Coach,Anant Dole and Asbjorn Steinskog,Take Take Take,"Building a Chess Coach — Anant Dole and Asbjorn Steinskog, Take Take Take",https://youtu.be/FlzpEGHNVKQ
2026-05-26,"CI/CD Is Dead, Agents Need Continuous Compute and Computers",Hugo Santos and Madison Faulkner,,"CI/CD Is Dead, Agents Need Continuous Compute and Computers — Hugo Santos and Madison Faulkner",https://youtu.be/VktrqzQgytY
2026-05-26,Give Your Agent a Computer,Nico Albanese,Vercel,"Give Your Agent a Computer — Nico Albanese, Vercel",https://youtu.be/wflNENRSUb4
2026-05-26,Lessons from Trillion Token Deployments at Fortune 500s,Alessandro Cappelli,Adaptive ML,"Lessons from Trillion Token Deployments at Fortune 500s — Alessandro Cappelli, Adaptive ML",https://youtu.be/X6NShR2ccOg
2026-05-26,Malleable Evals: Why Are We Evaluating Adaptive Systems with Static Tests?,Vincent Koc,OpenClaw,"Malleable Evals: Why Are We Evaluating Adaptive Systems with Static Tests? — Vincent Koc, OpenClaw",https://youtu.be/4VhbYlfC7Gs
2026-05-26,A Piece of Pi: Embedding The OpenClaw Coding Agent In Your Product,Matthias Luebken,Tavon,"A Piece of Pi: Embedding The OpenClaw Coding Agent In Your Product — Matthias Luebken, Tavon",https://youtu.be/vAIDdLKB6-w
2026-05-26,Viktor: AI Coworker That Lives in Slack,Fryderyk Wiatrowski,,Viktor: AI Coworker That Lives in Slack — Fryderyk Wiatrowski,https://youtu.be/ohKt066uFhg
2026-05-26,Why MLX,Prince Canuma,Neywa Labs,"Why MLX — Prince Canuma, Neywa Labs",https://youtu.be/zTLJNHj0DeQ
2026-05-26,Two Roads to Durable Agents: Replay vs. Snapshot,Eric Allam,"CEO, Trigger.dev","Two Roads to Durable Agents: Replay vs. Snapshot — Eric Allam, CEO, Trigger.dev",https://youtu.be/svCnShDvgQg
2026-05-26,How we solved Context Management in Agents,Sally-Ann Delucia,,How we solved Context Management in Agents — Sally-Ann Delucia,https://youtu.be/esY99nYXxR4
2026-05-26,Feedback Loops are All You Need,Mehedi Hassan,Granola,"Feedback Loops are All You Need — Mehedi Hassan, Granola",https://youtu.be/ON5LIT0M4do
2026-05-26,Why TTS Models Now Look Like LLMs,Samuel Humeau,Mistral,"Why TTS Models Now Look Like LLMs — Samuel Humeau, Mistral",https://youtu.be/3jGAU2sbAyY
2026-05-26,"Voice AI: when is the ""Her"" moment?",Neil Zeghidour,"CEO, Gradium AI","Voice AI: when is the ""Her"" moment? — Neil Zeghidour, CEO, Gradium AI",https://youtu.be/P_RI1kCkRbo
2026-05-26,Give Your Chat Agent a Voice,Luke Harries,"Head of Growth, ElevenLabs","Give Your Chat Agent a Voice — Luke Harries, Head of Growth, ElevenLabs",https://youtu.be/DCZZ3AJKzuc
2026-05-26,How Transformers Finally Ate Vision,Isaac Robinson,Roboflow,"How Transformers Finally Ate Vision – Isaac Robinson, Roboflow",https://youtu.be/VhfAVA3BG2I
2026-05-26,"FLUX, Open Research, and the Future of Visual AI",Stephen Batifol,Black Forest Labs,"FLUX, Open Research, and the Future of Visual AI — Stephen Batifol, Black Forest Labs",https://youtu.be/x8Yb4RidLgM
2026-05-26,Agentic Search for Context Engineering,Leonie Monigatti,Elastic,"Agentic Search for Context Engineering — Leonie Monigatti, Elastic",https://youtu.be/ynJyIKwjonM
2026-05-26,"Agent Optimization with Pydantic AI: GEPA, Evals, Feedback Loops",Samuel Colvin,Pydantic,"Agent Optimization with Pydantic AI: GEPA, Evals, Feedback Loops — Samuel Colvin, Pydantic",https://youtu.be/A48uhxfxbsM
2026-05-26,Vibe Engineering Effect Apps,Michael Arnaldi,Effectful,"Vibe Engineering Effect Apps — Michael Arnaldi, Effectful",https://youtu.be/Wmp2Tku2PrI
2026-05-26,Everything You Need To Know About Agent Observability,Danny Gollapalli & Zubin Koticha,Raindrop,"Everything You Need To Know About Agent Observability — Danny Gollapalli & Zubin Koticha, Raindrop",https://youtu.be/-aM2EDTiaMs
2026-05-26,Full Walkthrough: Writing & Using Skills,Nick Nisi and Zack Proser,,Full Walkthrough: Writing & Using Skills — Nick Nisi and Zack Proser,https://youtu.be/pFsfax19yOM
2026-05-26,The Multi-Agent Architecture That Actually Ships,Luke Alvoeiro,Factory,"The Multi-Agent Architecture That Actually Ships — Luke Alvoeiro, Factory",https://youtu.be/ow1we5PzK-o
2026-05-26,MCP UI: Extending the frontier,Liad Yosef and Ido Salomon,MCP Apps,"MCP UI: Extending the frontier — Liad Yosef and Ido Salomon, MCP Apps",https://youtu.be/o-zkvb0iFDQ
2026-05-26,The Small Model Infrastructure Nobody Built (So We Did),Filip Makraduli,Superlinked,"The Small Model Infrastructure Nobody Built (So We Did) — Filip Makraduli, Superlinked",https://youtu.be/qdh_x-uRs9g
2026-05-26,Accelerating AI on Edge,Chintan Parikh and Weiyi Wang,Google DeepMind,"Accelerating AI on Edge — Chintan Parikh and Weiyi Wang, Google DeepMind",https://youtu.be/Lm8BLHkxiAo
2026-05-26,Demand-Driven Context: A Methodology for Coherent Knowledge Bases Through Agent Failure,,,Demand-Driven Context: A Methodology for Coherent Knowledge Bases Through Agent Failure,https://youtu.be/_QAVExf_1uw
2026-05-26,"Training an LLM from Scratch, Locally",Angelos Perivolaropoulos,ElevenLabs,"Training an LLM from Scratch, Locally — Angelos Perivolaropoulos, ElevenLabs",https://youtu.be/UsB70Tf5zcE
2026-05-26,Skill Issue: How We Used AI to Make Agents Actually Good at Supabase,Pedro Rodrigues,Supabase,"Skill Issue: How We Used AI to Make Agents Actually Good at Supabase — Pedro Rodrigues, Supabase",https://youtu.be/GmAQKINjv1E
2026-05-26,Ralph Loops: Build Dumb AI Loops That Ship,Chris Parsons,Cherrypick,"Ralph Loops: Build Dumb AI Loops That Ship — Chris Parsons, Cherrypick",https://youtu.be/2TLXsxkz0zI
2026-05-26,TLMs: Tiny LLMs and Agents on Edge Devices with LiteRT-LM,Cormac Brick,Google,"TLMs: Tiny LLMs and Agents on Edge Devices with LiteRT-LM — Cormac Brick, Google",https://youtu.be/BKWpYIWvAo4
2026-05-26,Mergeable by default: Building the context engine to save time and tokens,Peter Werry,Unblocked,"Mergeable by default: Building the context engine to save time and tokens — Peter Werry, Unblocked",https://youtu.be/5ID22ACI7IM
2026-05-26,Context Is the New Code,Patrick Debois,Tessl,"Context Is the New Code — Patrick Debois, Tessl",https://youtu.be/bSG9wUYaHWU
2026-05-26,Human-in-the-Loop Automation with n8n,Liam McGarrigle,,Human-in-the-Loop Automation with n8n — Liam McGarrigle,https://youtu.be/tDArkCqjA-c
2026-05-26,I Gave an AI Agent the Keys to My Life (Here's What Happened),Radek Sienkiewicz,velvetshark-com,I Gave an AI Agent the Keys to My Life (Here's What Happened) — Radek Sienkiewicz (@velvetshark-com),https://youtu.be/sJ2jc7leKBk
2026-05-26,Software Engineering Is Becoming Plan and Review,Louis Knight-Webb,Vibe Kanban,"Software Engineering Is Becoming Plan and Review — Louis Knight-Webb, Vibe Kanban",https://youtu.be/W76woOYHlvY
2026-05-26,Mastering AI Pricing,Mayank Pant,Stripe,"Mastering AI Pricing — Mayank Pant, Stripe",https://youtu.be/CrqPcIZOOXA
2026-05-26,Agents on the Canvas in tldraw,Steve Ruiz,tldraw,"Agents on the Canvas in tldraw — Steve Ruiz, tldraw",https://youtu.be/sPUjIBH5Cwg
2026-05-26,Shipping complex AI applications,Braintrust & Trainline,,Shipping complex AI applications — Braintrust & Trainline,https://youtu.be/ZdheJTfLu-s
2026-05-26,Agents for Everything Else,swyx,,Agents for Everything Else — swyx,https://youtu.be/zepu8Kk6FBQ
2026-05-26,Building Conversational Agents,Thor Schaeff and Philipp Schmid,Google DeepMind,"Building Conversational Agents — Thor Schaeff and Philipp Schmid, Google DeepMind",https://youtu.be/cVzf49yg0D8
2026-05-26,LLM codegen fails and how to stop 'em,Danilo Campos,PostHog,"LLM codegen fails and how to stop 'em — Danilo Campos, PostHog",https://youtu.be/juoNbJiZUi0
2026-05-26,Replacing 12K LoC with a 200 LoC Skill,David Gomes,Cursor,"Replacing 12K LoC with a 200 LoC Skill — David Gomes, Cursor",https://youtu.be/WE_Gnowy3uw
2026-05-26,OpenAI Codex Masterclass,Vaibhav Srivastav & Katia Gil Guzman,,OpenAI Codex Masterclass — Vaibhav Srivastav & Katia Gil Guzman,https://youtu.be/MhHEGMFCEB0
2026-05-26,Build & deploy AI-powered apps,Paige Bailey,Google DeepMind,"Build & deploy AI-powered apps — Paige Bailey, Google DeepMind",https://youtu.be/G_bHFmEAarM
2026-05-26,Everything I Learned Training Frontier Small Models,Maxime Labonne,Liquid AI,"Everything I Learned Training Frontier Small Models — Maxime Labonne, Liquid AI",https://youtu.be/fLUtUkqYHnQ
2026-05-26,Building your own software factory,Eric Zakariasson,Cursor,"Building your own software factory — Eric Zakariasson, Cursor",https://youtu.be/rnDm57Py54A
2026-05-26,Why building eval platforms is hard,Phil Hetzel,Braintrust,"Why building eval platforms is hard — Phil Hetzel, Braintrust",https://youtu.be/_fQ7Z_Wfouk
2026-05-26,One Login to Rule Them All: Cross-App Access for MCP,Garrett Galow,WorkOS,"One Login to Rule Them All: Cross-App Access for MCP — Garrett Galow, WorkOS",https://youtu.be/EmhRyw6xeT0
2026-05-26,Gemma 4 Deep Dive,Cassidy Hardin,"Researcher, Google DeepMind","Gemma 4 Deep Dive — Cassidy Hardin, Researcher, Google DeepMind",https://youtu.be/_A367W_qvc8
2026-05-26,Scaling GitHub for your Agents,Sam Morrow,GitHub,"Scaling GitHub for your Agents — Sam Morrow, GitHub",https://youtu.be/0n3MKk7r60w
2026-05-26,Gateways are All You Need,Karan Sampath,Anthropic,"Gateways are All You Need — Karan Sampath, Anthropic",https://youtu.be/CD6R4Wf3jnY
2026-05-26,"Collaborative AI Engineering: One Dev, Two Dozen Agents, Zero Alignment",Maggie Appleton,GitHub,"Collaborative AI Engineering: One Dev, Two Dozen Agents, Zero Alignment — Maggie Appleton, GitHub",https://youtu.be/ClWD8OEYgp8
2026-05-26,MCP = Mega Context Problem,Matt Carey,,MCP = Mega Context Problem - Matt Carey,https://youtu.be/YBYUvGOuotE
2026-05-26,AgentCraft: Putting the Orc in Orchestration,Ido Salomon,,AgentCraft: Putting the Orc in Orchestration — Ido Salomon,https://youtu.be/kR64LOqBBCU
2026-04-26,Full Walkthrough: Workflow for AI Coding,Matt Pocock,,Full Walkthrough: Workflow for AI Coding — Matt Pocock,https://youtu.be/-QFHIoCo-Ko
2026-04-26,What Do Models Still Suck At?,Peter Gostev,"Arena.ai, BullshitBench","What Do Models Still Suck At? - Peter Gostev, Arena.ai, BullshitBench",https://youtu.be/R7A8rX-09Zw
2026-04-26,"""Software Fundamentals Matter More Than Ever""",Matt Pocock,,"""Software Fundamentals Matter More Than Ever"" — Matt Pocock",https://youtu.be/v4F1gFy-hqg
2026-04-26,The End of Apps,Kitze,Sizzy.co,"The End of Apps — Kitze, Sizzy.co",https://youtu.be/4fntwuOoedA
2026-04-26,Agents need more than a chat,Jacob Lauritzen,CTO Legora,"Agents need more than a chat - Jacob Lauritzen, CTO Legora",https://youtu.be/XNtkiQJ49Ps
2026-04-26,Building Generative Image & Video models at Scale,Sander Dieleman,Google DeepMind,"Building Generative Image & Video models at Scale - Sander Dieleman, Google DeepMind",https://youtu.be/xOP1PM8fwnk
2026-04-26,"How AI is changing Software Engineering: A Conversation with Gergely Orosz, @The Pragmatic Engineer",,,"How AI is changing Software Engineering: A Conversation with Gergely Orosz, @The Pragmatic Engineer",https://youtu.be/CS5Cmz5FssI
2026-04-26,"Taste & Craft: A Conversation with Tuomas Artman, CTO Linear & Gergely Orosz, @The Pragmatic Engineer",,,"Taste & Craft: A Conversation with Tuomas Artman, CTO Linear & Gergely Orosz, @The Pragmatic Engineer",https://youtu.be/wjk0ulMAkbc
2026-04-26,Running LLMs on your iPhone: 40 tok/s Gemma 4 with MLX,Adrien Grondin,Locally AI,"Running LLMs on your iPhone: 40 tok/s Gemma 4 with MLX — Adrien Grondin, Locally AI",https://youtu.be/a2muGkT4WD4
2026-04-26,Full Workshop: Build Your Own Deep Research Agents,Louis-François Bouchard,"Paul Iusztin, Samridhi","Full Workshop: Build Your Own Deep Research Agents - Louis-François Bouchard, Paul Iusztin, Samridhi",https://youtu.be/mYSRn6PC1mc
2026-04-26,"Gemma, DeepMind's Family of Open Models",Omar Sanseviero,Google DeepMind,"Gemma, DeepMind's Family of Open Models — Omar Sanseviero, Google DeepMind",https://youtu.be/_gVFUEdhCyI
2026-04-26,The New Application Layer,Malte Ubl,CTO Vercel,"The New Application Layer - Malte Ubl, CTO Vercel",https://youtu.be/XKup1pj-34M
2026-04-26,Code Mode: Let the Code do the Talking,Sunil Pai,Cloudflare,"Code Mode: Let the Code do the Talking - Sunil Pai, Cloudflare",https://youtu.be/8txf05vVVl4
2026-04-26,The Future of MCP,David Soria Parra,Anthropic,"The Future of MCP — David Soria Parra, Anthropic",https://youtu.be/v3Fr2JR47KA
2026-04-26,How Google DeepMind is researching the next Frontier of AI for Gemini,Raia Hadsell,VP of Research,"How Google DeepMind is researching the next Frontier of AI for Gemini — Raia Hadsell, VP of Research",https://youtu.be/zZsTVBXcbow
2026-04-26,The Friction is Your Judgment,Armin Ronacher & Cristina Poncela Cubeiro,Earendil,"The Friction is Your Judgment — Armin Ronacher & Cristina Poncela Cubeiro, Earendil",https://youtu.be/_Zcw_sVF6hU
2026-04-26,State of the Claw,Peter Steinberger,,State of the Claw — Peter Steinberger,https://youtu.be/zgNvts_2TUE
2026-04-26,"Harness Engineering: How to Build Software When Humans Steer, Agents Execute",Ryan Lopopolo,OpenAI,"Harness Engineering: How to Build Software When Humans Steer, Agents Execute — Ryan Lopopolo, OpenAI",https://youtu.be/am_oeAoUhew
2026-04-26,Building pi in a World of Slop,Mario Zechner,,Building pi in a World of Slop — Mario Zechner,https://youtu.be/RjfbvDXpFls
2026-04-26,$1 AI Guardrails: The Unreasonable Effectiveness of Finetuned ModernBERTs,Diego Carpentero,,$1 AI Guardrails: The Unreasonable Effectiveness of Finetuned ModernBERTs – Diego Carpentero,https://youtu.be/YZHPEkfy2kc
2026-04-26,Paperclip: Open Source Human Control Plane for AI Labor,Dotta Bippa,,Paperclip: Open Source Human Control Plane for AI Labor — Dotta Bippa,https://youtu.be/h403btjldDQ
2026-04-26,One Registry to Rule them All,Sonny Merla,"Mauro Luchetti, & Mattia Redaelli, Quantyca","One Registry to Rule them All - Sonny Merla, Mauro Luchetti, & Mattia Redaelli, Quantyca",https://youtu.be/VXfRt_H-V08
2026-04-26,Judge the Judge: Building LLM Evaluators That Actually Work with GEPA,Mahmoud Mabrouk,Agenta AI,"Judge the Judge: Building LLM Evaluators That Actually Work with GEPA — Mahmoud Mabrouk, Agenta AI",https://youtu.be/X4dEHRzBLmc
2026-04-26,"AI Didn’t Kill the Web, It Moved in!",Olivier Leplus (AWS) & Yohan Lasorsa,Microsoft,"AI Didn’t Kill the Web, It Moved in! — Olivier Leplus (AWS) & Yohan Lasorsa (Microsoft)",https://youtu.be/XZ0boOjtbNo
2026-04-26,Running LLMs locally: Practical LLM Performance on DGX Spark,Mozhgan Kabiri chimeh,NVIDIA,"Running LLMs locally: Practical LLM Performance on DGX Spark — Mozhgan Kabiri chimeh, NVIDIA",https://youtu.be/c5-kx2bwoCk
2026-04-26,Contact Center Voice AI: Low-Latency Intelligence Extraction from Messy Audio Streams,Dippu Singh,,Contact Center Voice AI: Low-Latency Intelligence Extraction from Messy Audio Streams — Dippu Singh,https://youtu.be/IEF842ZEU5A
2026-04-26,OpenRAG: An open-source stack for RAG,Phil Nash,,OpenRAG: An open-source stack for RAG — Phil Nash,https://youtu.be/4TxOBhDRRCM
2026-04-26,From Chaos to Choreography: Multi-Agent Orchestration Patterns That Actually Work,Sandipan Bhaumik,,From Chaos to Choreography: Multi-Agent Orchestration Patterns That Actually Work — Sandipan Bhaumik,https://youtu.be/2czYyrTzILg
2026-04-26,"Cognitive Exhaust Fumes, or: Read-Only AI Is Underrated",Šimon Podhajský,"Head of AI, Waypoint","Cognitive Exhaust Fumes, or: Read-Only AI Is Underrated — Šimon Podhajský, Head of AI, Waypoint",https://youtu.be/u0TOSBbAw7c
2026-04-26,Platforms for Humans and Machines: Engineering for the Age of Agents,Juan Herreros Elorza,,Platforms for Humans and Machines: Engineering for the Age of Agents — Juan Herreros Elorza,https://youtu.be/cCRO3ChaYhM
2026-04-26,"Why, and how you need to sandbox AI-Generated Code?",Harshil Agrawal,Cloudflare,"Why, and how you need to sandbox AI-Generated Code? — Harshil Agrawal, Cloudflare",https://youtu.be/AHtGAgQ0Q_Q
2026-04-26,Your Insecure MCP Server Won't Survive Production,Tun Shwe,Lenses,"Your Insecure MCP Server Won't Survive Production — Tun Shwe, Lenses",https://youtu.be/BurJvbqFr4c
2026-04-26,Let LLMs Wander: Engineering RL Environments,Stefano Fiorucci,,Let LLMs Wander: Engineering RL Environments — Stefano Fiorucci,https://youtu.be/71V3fTaUp2Q
2026-04-26,Bending a Public MCP Server Without Breaking It,Nimrod Hauser,Baz,"Bending a Public MCP Server Without Breaking It — Nimrod Hauser, Baz",https://youtu.be/U00AOI1eJUE
2026-04-26,"Agentic Engineering: Working With AI, Not Just Using It",Brendan O'Leary,,"Agentic Engineering: Working With AI, Not Just Using It — Brendan O'Leary",https://youtu.be/BEKc4P87XKo
2026-01-26,How METR measures Long Tasks and Experienced Open Source Dev Productivity,Joel Becker,METR,"How METR measures Long Tasks and Experienced Open Source Dev Productivity - Joel Becker, METR",https://youtu.be/k1t2xyWMUdY
2026-01-26,Identity for AI Agents,Patrick Riley & Carlos Galan,Auth0,"Identity for AI Agents - Patrick Riley & Carlos Galan, Auth0",https://youtu.be/VSdV-AdSlis
2026-01-26,"OpenAI + @Temporalio : Building Durable, Production Ready Agents",Cornelia Davis,Temporal,"OpenAI + @Temporalio : Building Durable, Production Ready Agents - Cornelia Davis, Temporal",https://youtu.be/k8cnVCMYmNc
2026-01-26,Your MCP Server is Bad (and you should feel bad),Jeremiah Lowin,Prefect,"Your MCP Server is Bad (and you should feel bad) - Jeremiah Lowin, Prefect",https://youtu.be/96G7FLab8xc
2026-01-26,Spec-Driven Development: Agentic Coding at FAANG Scale and Quality,Al Harris,Amazon Kiro,"Spec-Driven Development: Agentic Coding at FAANG Scale and Quality — Al Harris, Amazon Kiro",https://youtu.be/HY_JyxAZsiE
